Supplier_ID,Product_Category,Lead_Time_Days,On_Time_Delivery_%,Defect_Rate_%,Price_Variance_%,Order_Quantity,Distance_KM,Supplier_Risk_Score,Delivery_Score,Quality_Score,Cost_Score,Logistics_Score,Risk_Adjusted_Score,Supplier_Final_Score,Rank,Category,Supplier_Final_Score_AHP,Rank_AHP,Cost_Heavy_Score,Simulated_Delay,Stress_Score
248,Electronics,8,81.61,5.94,-7.13,4902,1201,5.16,81.61,40.599999999999994,64.35,75.98,48.4,61.56349999999999,729.0,Medium Performer,63.75200848398912,745.0,61.8225,10.114396644087531,65.12390083897812
249,Furniture,9,98.91,5.15,13.54,1095,697,8.36,98.91,48.5,32.30000000000001,86.06,16.400000000000006,58.529,815.0,Low Performer,63.36749379652606,756.0,51.85300000000001,9.330475773056545,63.61988105673586
250,Food,4,77.46,7.22,9.61,3606,319,7.15,77.46,27.799999999999997,51.95,93.62,28.5,53.0425,941.0,Low Performer,55.70463729174051,957.0,52.8715,5.546867016320219,57.05328324591994
251,Electronics,23,74.01,6.85,1.56,2731,812,2.65,74.01,31.5,92.2,83.76,73.5,66.98400000000001,490.0,Medium Performer,67.26707680491552,598.0,72.77300000000001,32.63294031178795,61.594264922053014
252,Furniture,3,82.56,2.86,11.62,3249,1512,8.39,82.56,71.4,41.900000000000006,69.76,16.099999999999994,59.099000000000004,799.0,Low Performer,63.09394162826421,770.0,54.848,3.272054212652125,66.69698644683697
253,Furniture,24,93.71,2.57,-3.76,988,1089,4.86,93.71,74.3,81.2,78.22,51.4,76.97,117.0,Medium Performer,79.9134770648706,89.0,77.554,25.135021120120918,73.56874471996977
254,Food,16,87.46,7.86,7.93,4993,629,2.7,87.46,21.39999999999999,60.35,87.42,73.0,63.982499999999995,626.0,Medium Performer,64.83275876166843,706.0,62.5865,18.3207071307113,65.88482321732218
255,Electronics,23,90.43,4.45,11.4,491,482,3.54,90.43,55.5,43.0,90.36,64.6,69.41000000000001,373.0,Medium Performer,70.55572281696797,427.0,62.962,28.078483784229885,70.61287905394252
256,Food,23,75.69,7.3,-1.08,2600,1329,3.41,75.69,27.0,94.6,73.42,65.9,64.169,616.0,Medium Performer,65.3364112253338,685.0,70.875,29.048251073517882,59.88543723162053
257,Electronics,6,88.57,1.73,8.94,4275,470,5.67,88.57,82.7,55.300000000000004,90.6,43.3,73.261,214.0,Medium Performer,75.66996197565874,210.0,69.16400000000002,4.496619529140995,77.51834511771474
258,Pharma,2,79.71,5.32,-2.62,646,1357,3.11,79.71,46.8,86.9,72.86,68.9,69.714,357.0,Medium Performer,70.8036392532199,410.0,73.338,2.0130177924599524,73.34924555188502
259,Apparel,5,95.03,6.57,-2.53,1555,823,2.11,95.03,34.3,87.35,83.53999999999999,78.9,74.32050000000001,189.0,Medium Performer,75.76722065461419,206.0,76.6275,5.595900651129416,75.65852483721764
260,Apparel,16,88.88,7.61,-7.32,911,855,2.11,88.88,23.89999999999999,63.4,82.9,78.9,66.219,530.0,Medium Performer,66.92543811887037,612.0,64.871,16.64963413840996,68.7575914653975
261,Apparel,21,75.97,3.03,1.0,2690,1174,6.25,75.97,69.7,95.0,76.52,37.5,69.618,364.0,Medium Performer,72.36371345858443,336.0,75.661,13.168218452117594,67.5004453869706
262,Food,20,71.94,5.94,8.24,3781,676,7.61,71.94,40.599999999999994,58.8,86.48,23.89999999999999,53.98,921.0,Low Performer,56.70660919295757,942.0,55.321,16.446510138581225,54.99837246535469
263,Pharma,4,71.28,4.54,13.51,1601,271,3.89,71.28,54.6,32.45,94.58,61.1,61.579499999999996,727.0,Medium Performer,61.270967151128445,836.0,55.1565,3.7557131795325063,70.80607170511688
264,Electronics,21,81.14,0.95,5.09,3286,1818,1.31,81.14,90.5,74.55,63.64,86.9,81.89349999999999,31.0,Top Performer,81.75565532317144,58.0,79.8195,24.715806356416483,83.45604841089587
265,Furniture,12,77.98,5.67,11.58,1786,1453,2.15,77.98,43.3,42.1,70.94,78.5,63.328,664.0,Medium Performer,63.09736079404466,769.0,57.86,13.353114735644855,71.6067213160888
266,Electronics,18,89.38,5.68,10.56,1499,1777,9.23,89.38,43.2,47.199999999999996,64.46000000000001,7.699999999999989,52.68,948.0,Low Performer,58.04387453621647,917.0,50.637,19.32635130289713,55.23841217427571
267,Furniture,14,84.98,7.48,-5.67,314,1274,5.44,84.98,25.19999999999999,71.65,74.52,45.599999999999994,59.113499999999995,798.0,Low Performer,61.940721682618445,818.0,61.405499999999996,19.03024189021995,59.18743952744501
268,Electronics,12,77.98,4.23,2.15,2709,364,5.08,77.98,57.699999999999996,89.25,92.72,49.2,70.3185,327.0,Medium Performer,72.1028293276616,349.0,75.0255,16.310720795817026,67.14231980104574
269,Pharma,3,74.48,2.23,-7.08,2771,1882,1.34,74.48,77.7,64.6,62.36,86.6,75.01500000000001,160.0,Medium Performer,74.33988517074323,248.0,72.27199999999999,3.6899511920891244,83.77251220197772
270,Furniture,10,73.82,0.83,7.05,1512,779,7.56,73.82,91.7,64.75,84.42,24.400000000000006,68.10549999999999,430.0,Medium Performer,70.83106534325887,408.0,67.86849999999998,12.240240565437317,69.41993985864067
271,Food,3,95.94,3.62,13.75,4302,1794,5.75,95.94,63.8,31.25,64.12,42.5,64.3315,609.0,Medium Performer,67.65147834101381,577.0,55.6725,3.086003669439953,74.78849908264002
272,Electronics,22,77.3,2.76,-6.57,1495,1622,2.82,77.3,72.4,67.15,67.56,71.8,72.4785,246.0,Medium Performer,72.91389961006735,312.0,70.9685,23.157233745111274,74.58569156372218
273,Electronics,10,89.55,6.21,8.35,2348,189,1.99,89.55,37.9,58.25,96.22,80.1,70.7195,310.0,Medium Performer,70.9824162590098,396.0,67.5145,8.584701233749563,74.7413246915626
274,Furniture,10,94.32,3.16,5.81,2975,75,4.45,94.32,68.4,70.95,98.5,55.5,76.98849999999999,115.0,Medium Performer,79.17327380361573,108.0,75.55150000000002,11.498497136443337,76.68037571588917
275,Food,9,88.42,7.62,4.59,1682,829,8.53,88.42,23.799999999999997,77.05,83.42,14.700000000000003,55.31549999999999,902.0,Low Performer,60.27370967741935,858.0,59.9585,12.214334321480154,53.67641641962996
276,Food,18,95.79,7.72,-0.25,2424,1381,8.79,95.79,22.799999999999997,98.75,72.38,12.100000000000009,58.9075,807.0,Low Performer,65.13058260664067,696.0,67.3335,26.475587628388414,51.053603092902904
277,Pharma,2,81.77,5.16,-1.12,562,180,6.43,81.77,48.4,94.4,96.4,35.7,67.571,464.0,Medium Performer,70.54315457875458,428.0,74.069,2.302088056837815,65.89197798579055
278,Food,12,98.69,7.46,-8.87,265,483,7.55,98.69,25.400000000000006,55.650000000000006,90.34,24.5,58.2385,828.0,Low Performer,62.890199101973295,781.0,57.0045,15.580005196823258,58.252498700794185
279,Food,9,73.99,6.21,-4.55,3381,543,2.04,73.99,37.9,77.25,89.14,79.6,68.09349999999999,431.0,Medium Performer,67.63132269880657,578.0,70.2695,5.6592193628498455,71.45769515928754
280,Food,11,73.06,4.6,-9.62,2222,1400,6.29,73.06,54.0,51.900000000000006,72.0,37.1,57.82300000000001,839.0,Low Performer,59.93408762850053,870.0,56.342,12.247557695123469,62.97811057621913
281,Apparel,8,89.76,1.85,4.54,3203,1140,7.0,89.76,81.5,77.3,77.2,30.0,72.618,236.0,Medium Performer,76.56430280042538,182.0,73.527,8.869820191786777,73.09754495205331
282,Pharma,4,98.28,3.94,-7.35,1756,448,2.81,98.28,60.6,63.25,91.03999999999999,71.9,77.6055,102.0,Medium Performer,79.12469460002362,111.0,73.8025,5.992934651380306,81.19676633715491
283,Electronics,4,94.27,4.71,11.83,2156,844,8.92,94.27,52.9,40.85,83.12,10.799999999999997,58.10549999999999,833.0,Low Performer,63.113840363937136,768.0,53.66349999999999,5.114346768737135,63.213913307815716
284,Furniture,19,72.29,6.98,3.08,1617,236,2.75,72.29,30.19999999999999,84.6,95.28,72.5,65.955,541.0,Medium Performer,65.8293505376344,665.0,70.511,24.678170606946306,62.577957348263425
285,Electronics,6,78.38,4.11,7.49,2258,1477,3.82,78.38,58.9,62.55,70.46000000000001,61.800000000000004,67.0275,485.0,Medium Performer,68.12078118870376,559.0,65.6645,7.730793973198791,72.8373015067003
286,Pharma,13,97.91,7.23,0.27,2381,451,6.59,97.91,27.69999999999999,98.65,90.98,34.099999999999994,67.0135,487.0,Medium Performer,71.57572974122651,374.0,73.8625,15.718151104063775,60.997962223984054
287,Furniture,13,77.59,5.56,4.01,2203,405,6.75,77.59,44.400000000000006,79.95,91.9,32.5,62.0595,713.0,Medium Performer,64.82985104572847,707.0,66.4455,19.584149860207734,58.72646253494807
288,Pharma,20,93.44,1.53,13.57,1178,737,7.29,93.44,84.7,32.150000000000006,85.26,27.099999999999994,67.9755,438.0,Medium Performer,71.56326276734019,377.0,59.4715,14.778881808139705,72.61527954796506
289,Food,7,94.75,7.96,-7.93,3560,1614,2.01,94.75,20.400000000000006,60.35,67.72,79.9,65.32950000000001,570.0,Medium Performer,66.70648951908306,628.0,62.9095,8.604694572201584,71.6113263569496
290,Furniture,3,84.86,4.45,-3.65,4373,93,8.65,84.86,55.5,81.75,98.14,13.5,64.1095,620.0,Medium Performer,68.48574207727756,536.0,68.52350000000001,4.277881710983738,62.39552957225407
291,Food,13,81.59,3.44,9.5,3703,1648,5.8,81.59,65.6,52.5,67.03999999999999,42.0,63.855999999999995,631.0,Medium Performer,66.35580526999881,644.0,60.817,10.682377021699113,69.62690574457523
292,Electronics,20,83.5,5.44,-7.53,2415,1584,5.24,83.5,45.599999999999994,62.35,68.32,47.599999999999994,62.1545,705.0,Medium Performer,64.64585759187048,716.0,61.6145,27.351671415089207,62.337082146227694
293,Electronics,6,76.81,1.32,-8.11,4947,1046,9.83,76.81,86.8,59.45,79.08,1.7000000000000028,61.908500000000004,717.0,Medium Performer,66.37079059435187,641.0,61.6925,6.286604110481619,64.7558489723796
294,Furniture,13,96.68,5.27,-0.96,2971,1842,7.66,96.68,47.300000000000004,95.2,63.16,23.400000000000006,66.105,536.0,Medium Performer,71.7019222734255,368.0,71.94200000000001,15.885521414989306,62.87361964625268
295,Furniture,18,83.52,4.24,-7.7,4617,1858,2.06,83.52,57.599999999999994,61.5,62.84,79.4,70.845,304.0,Medium Performer,71.35198142502658,384.0,67.943,18.790706228596463,75.43232344285089
296,Pharma,18,96.47,3.55,4.63,1129,702,7.81,96.47,64.5,76.85,85.96000000000001,21.900000000000006,69.56949999999999,368.0,Medium Performer,74.42895906888809,245.0,70.9725,25.052946035576483,64.45426349110588
297,Pharma,11,73.17,7.65,-4.34,3561,502,1.86,73.17,23.5,78.3,89.96000000000001,81.4,64.84700000000001,590.0,Medium Performer,64.27262727165308,730.0,67.945,12.565603861308153,66.37609903467296
298,Food,24,99.65,4.42,12.39,2791,1301,1.25,99.65,55.8,38.05,73.98,87.5,74.4505,183.0,Medium Performer,75.10011629445823,221.0,64.9305,32.85982491051462,77.52254377237134
299,Furniture,18,83.3,2.14,9.59,3070,1558,4.63,83.3,78.6,52.05,68.84,53.7,70.0715,340.0,Medium Performer,71.84766295639844,362.0,65.53649999999999,23.167187410551627,73.10820314736209
300,Electronics,16,71.43,3.94,7.49,278,1153,9.94,71.43,60.6,62.55,76.94,0.6000000000000085,53.77550000000001,928.0,Low Performer,58.11299886565048,913.0,56.08250000000001,16.659864051011716,53.99253398724707
301,Pharma,13,71.14,7.4,5.42,220,979,2.57,71.14,26.0,72.9,80.42,74.3,61.679,722.0,Medium Performer,61.517561172161166,830.0,64.13,16.904833895028364,63.633791526242916
302,Pharma,17,92.39,1.82,11.59,344,362,7.05,92.39,81.8,42.05,92.76,29.5,69.65050000000001,362.0,Medium Performer,73.00162906770649,308.0,63.256499999999996,18.14386520275671,71.38653369931082
303,Electronics,20,89.77,2.1,-4.42,4334,1090,2.56,89.77,79.0,77.9,78.2,74.4,81.066,41.0,Top Performer,82.17381675528772,52.0,79.999,24.256512375359893,79.72837190616002
304,Pharma,9,94.06,0.6,11.83,475,49,7.52,94.06,94.0,40.85,99.02,24.80000000000001,72.70750000000001,232.0,Medium Performer,76.27997251565637,191.0,65.53150000000001,10.248130149318358,75.65296746267042
305,Food,22,73.16,0.61,9.74,968,1919,5.55,73.16,93.9,51.3,61.62,44.5,68.18,424.0,Medium Performer,69.84886735200283,467.0,64.204,30.359612212110605,70.30009694697235
306,Furniture,18,71.07,6.72,8.7,3303,1369,7.12,71.07,32.8,56.5,72.62,28.799999999999997,51.017999999999994,974.0,Low Performer,53.66031159163417,982.0,52.13099999999999,23.545160174654704,52.281209956336326
307,Electronics,24,85.26,5.99,4.03,548,649,2.83,85.26,40.099999999999994,79.85,87.02,71.7,70.62249999999999,312.0,Medium Performer,71.58650506912441,373.0,72.4765,28.652536566697236,67.1018658583257
308,Furniture,6,81.63,3.16,-3.84,2859,182,7.71,81.63,68.4,80.8,96.36,22.900000000000006,67.925,444.0,Medium Performer,71.42044844617749,381.0,71.357,6.377145867413207,66.63821353314671
309,Pharma,23,83.86,5.74,0.59,875,1580,9.96,83.86,42.599999999999994,97.05,68.4,0.3999999999999915,57.28549999999999,857.0,Low Performer,63.32372109181141,758.0,66.1595,21.762639146778692,51.27434021330532
310,Pharma,17,99.75,3.46,9.84,3829,268,6.99,99.75,65.4,50.8,94.64,30.099999999999994,69.37899999999999,376.0,Medium Performer,73.40757953444405,289.0,64.789,20.86123182558837,68.59719204360292
311,Electronics,7,99.12,7.65,-9.21,1908,1921,5.44,99.12,23.5,53.949999999999996,61.58,45.599999999999994,58.981500000000004,804.0,Low Performer,62.904848918823106,779.0,56.40449999999999,7.514792749587537,65.17630181260311
312,Food,9,98.27,7.75,9.55,2168,526,9.31,98.27,22.5,52.25,89.48,6.8999999999999915,53.27149999999999,939.0,Low Performer,59.00018118870377,894.0,52.424499999999995,7.419606916367114,55.06259827090821
313,Apparel,19,93.52,3.45,-4.0,195,739,1.14,93.52,65.5,80.0,85.22,88.6,82.673,26.0,Top Performer,83.10127425262908,39.0,81.61600000000001,17.745891544214246,82.46852711394644
314,Electronics,13,80.65,6.91,-6.39,4615,532,7.57,80.65,30.900000000000006,68.05,89.36,24.299999999999997,55.9235,885.0,Low Performer,59.39705298357556,884.0,58.7085,19.827275794408465,54.005681051397886
315,Apparel,16,82.36,6.3,-7.11,3627,1927,9.0,82.36,37.0,64.44999999999999,61.46,10.0,51.771499999999996,960.0,Low Performer,56.79415632754342,940.0,54.07549999999999,17.088075568033773,53.06798110799156
316,Apparel,10,86.49,2.82,-9.32,242,848,1.56,86.49,71.8,53.4,83.03999999999999,84.4,77.09100000000001,112.0,Medium Performer,76.89815219189413,171.0,71.312,14.164325555020802,82.1314186112448
317,Food,14,94.92,2.24,3.09,3938,126,5.05,94.92,77.6,84.55,97.48,49.5,80.2065,57.0,Top Performer,82.99067640316672,40.0,81.26950000000001,15.801380763844815,76.5546548090388
318,Apparel,16,72.06,3.94,-4.54,101,193,2.84,72.06,60.6,77.3,96.14,71.6,72.297,253.0,Medium Performer,71.94873616920714,357.0,73.941,23.166648432514602,70.27333789187134
319,Apparel,11,82.73,6.36,14.74,2460,1939,6.1,82.73,36.4,26.299999999999997,61.22,39.0,51.786,959.0,Low Performer,54.45176280278861,974.0,45.00300000000001,15.767760838443632,60.590559790389094
320,Food,17,72.48,7.7,4.36,1870,1907,6.85,72.48,23.0,78.2,61.86,31.5,51.71000000000001,961.0,Low Performer,54.8638750088621,969.0,57.37700000000001,17.592635548537764,52.34684111286556
321,Apparel,8,85.44,6.23,-6.55,3014,1149,3.72,85.44,37.699999999999996,67.25,77.02,62.8,65.4065,567.0,Medium Performer,66.99604338886918,609.0,65.2875,6.419238933107831,69.88019026672303
322,Apparel,18,96.97,6.91,7.22,2571,171,5.14,96.97,30.900000000000006,63.9,96.58,48.6,65.77900000000001,549.0,Medium Performer,68.72027040056717,529.0,64.88700000000001,14.748046282690847,65.4304884293273
323,Apparel,24,93.47,5.02,12.44,1919,1612,3.51,93.47,49.800000000000004,37.800000000000004,67.75999999999999,64.9,65.917,543.0,Medium Performer,67.70004934420417,575.0,58.394999999999996,24.918424781012607,70.81289380474686
324,Electronics,22,76.84,6.77,8.63,2618,1745,4.32,76.84,32.30000000000001,56.849999999999994,65.1,56.8,57.524499999999996,846.0,Low Performer,58.977136287368545,896.0,56.7555,34.71439147245318,57.80640213188671
325,Electronics,23,99.28,6.38,-8.09,1917,552,2.44,99.28,36.2,59.55,88.96000000000001,75.6,71.7825,275.0,Medium Performer,73.2456926858088,295.0,68.17450000000001,25.71141445535632,71.34214638616092
326,Electronics,8,90.02,3.33,12.4,2788,1620,8.97,90.02,66.7,38.0,67.6,10.299999999999997,58.201,829.0,Low Performer,63.14164979321753,766.0,52.949,9.832390320117527,64.29690241997062
327,Food,15,70.31,4.64,9.85,3319,1270,1.09,70.31,53.6,50.75,74.6,89.1,67.38550000000001,473.0,Medium Performer,65.89597419354838,662.0,63.3695,21.910010598610167,72.77499735034746
328,Pharma,16,77.66,6.54,-6.04,3249,848,8.94,77.66,34.599999999999994,69.8,83.03999999999999,10.600000000000009,52.842,945.0,Low Performer,57.10582313600378,933.0,56.775999999999996,19.553028361957402,50.826742909510656
329,Apparel,22,77.82,0.85,-8.71,2629,1099,6.15,77.82,91.5,56.449999999999996,78.02,38.5,70.1905,332.0,Medium Performer,72.33441309228405,338.0,67.1985,26.733920569491406,70.27151985762714
330,Apparel,8,72.08,6.56,3.93,4055,1103,3.98,72.08,34.400000000000006,80.35,77.94,60.2,62.110499999999995,709.5,Medium Performer,63.03943251801961,774.0,66.24249999999999,10.596261110312234,64.02093472242194
331,Food,10,98.79,1.83,-6.1,4985,1842,7.51,98.79,81.7,69.5,63.16,24.900000000000006,71.783,274.0,Medium Performer,76.91997634408604,170.0,70.474,12.577939511019974,73.203015122245
332,Apparel,20,84.35,4.36,10.86,290,456,5.57,84.35,56.4,45.7,90.88,44.3,64.208,614.0,Medium Performer,66.215798322108,648.0,59.878,23.60213157998606,65.36196710500349
333,Electronics,17,96.87,6.56,-1.04,3490,425,5.49,96.87,34.400000000000006,94.8,91.5,45.099999999999994,70.051,342.0,Medium Performer,73.73506773011933,275.0,75.349,17.947072233128697,64.60573194171783
334,Pharma,9,79.67,2.4,12.82,4681,541,1.99,79.67,76.0,35.900000000000006,89.18,80.1,73.22399999999999,216.0,Medium Performer,72.39604695734373,333.0,64.63199999999999,10.94128000355782,81.20717999911054
335,Furniture,19,73.76,2.34,4.14,1457,450,4.51,73.76,76.6,79.3,91.0,54.900000000000006,73.253,215.0,Medium Performer,74.16206777738391,258.0,75.16199999999999,26.958719228915935,69.57532019277102
336,Apparel,24,84.23,3.52,-5.43,3552,747,3.17,84.23,64.8,72.85,85.06,68.3,74.5625,178.0,Medium Performer,75.49330594351883,214.0,74.0545,37.353622017593864,69.99409449560153
337,Electronics,19,73.42,7.21,-6.51,4088,1979,1.14,73.42,27.900000000000006,67.45,60.42,88.6,62.8805,684.0,Medium Performer,62.310581590452564,805.0,63.2035,23.910651237961858,66.50233719050954
338,Furniture,21,84.58,0.5,4.41,132,473,4.24,84.58,95.0,77.95,90.53999999999999,57.599999999999994,81.39049999999999,39.0,Top Performer,82.84807342549924,42.0,80.8925,28.371676767403088,77.20208080814922
339,Pharma,8,97.61,7.26,9.05,3818,1954,1.81,97.61,27.400000000000006,54.75,60.92,81.9,66.8175,502.0,Medium Performer,68.31332298239394,543.0,62.5415,10.031569131460499,74.21960771713488
340,Furniture,4,85.62,1.65,9.54,1000,405,3.31,85.62,83.5,52.300000000000004,91.9,66.9,76.976,116.0,Medium Performer,77.58035675292449,152.0,71.354,4.730136508477118,82.82246587288071
341,Electronics,19,88.49,7.93,-3.11,660,720,1.83,88.49,20.700000000000003,84.45,85.6,81.7,69.2895,379.0,Medium Performer,70.04305629209499,459.0,72.2105,24.7541768987282,66.53395577531795
342,Furniture,11,74.7,7.66,-4.89,4719,1584,1.91,74.7,23.400000000000006,75.55,68.32,80.9,62.6045,692.0,Medium Performer,62.593043696088856,795.0,65.0295,15.816532235487465,65.79586694112814
343,Food,8,71.31,4.21,-9.58,3655,1690,2.79,71.31,57.9,52.1,66.2,72.1,64.723,595.0,Medium Performer,64.57089951553823,721.0,61.512,8.181821062369368,73.28204473440766
344,Furniture,18,73.32,4.35,6.98,4604,1590,10.0,73.32,56.5,65.1,68.2,0.0,52.705999999999996,947.0,Low Performer,57.46287654496041,927.0,55.568999999999996,16.374971871673527,53.36125703208162
345,Apparel,15,87.96,4.11,-8.09,3333,404,1.02,87.96,58.9,59.55,91.92,89.8,77.19749999999999,110.0,Medium Performer,76.73104967505611,175.0,72.8765,16.4009752510906,80.06475618722735
346,Apparel,4,72.85,5.27,0.52,2223,335,6.75,72.85,47.300000000000004,97.4,93.3,32.5,64.12,619.0,Medium Performer,66.73629918468627,626.0,72.325,4.969329554639763,61.92016761134006
347,Food,13,81.28,1.18,5.04,3534,1926,2.27,81.28,88.2,74.8,61.48,77.3,79.262,68.0,Medium Performer,79.80797754933238,91.0,77.81899999999999,17.8616662058152,82.22958344854621
348,Electronics,14,86.5,0.74,13.43,1572,1952,9.29,86.5,92.6,32.849999999999994,60.96,7.1000000000000085,61.543499999999995,730.0,Medium Performer,66.36901079995273,643.0,54.4785,14.029378090404634,68.04265547739885
349,Apparel,3,81.66,0.93,-2.2,2651,1124,1.84,81.66,90.7,89.0,77.52,81.6,84.595,13.0,Top Performer,84.74719406829729,20.0,85.61399999999999,2.106854086425113,87.96328647839371
350,Pharma,4,74.91,3.83,-3.76,2707,759,9.6,74.91,61.7,81.2,84.82,4.0,59.35999999999999,786.0,Low Performer,63.83563800070897,744.0,64.824,4.392441074663187,59.05438973133421
351,Apparel,6,78.21,2.57,6.35,2209,1103,6.5,78.21,74.3,68.25,77.94,35.0,67.06949999999999,484.0,Medium Performer,69.71505036039228,478.0,67.4335,6.967302929210117,70.13567426769747
352,Apparel,12,97.85,5.17,5.48,2499,1199,1.01,97.85,48.3,72.6,76.02,89.9,77.902,95.0,Medium Performer,78.74245572492023,116.0,75.727,11.610543639812548,81.10986409004687
353,Electronics,9,90.28,7.94,-1.7,3880,651,9.05,90.28,20.599999999999994,91.5,86.98,9.5,56.556999999999995,870.0,Low Performer,62.13225227460711,811.0,64.324,9.439036328128838,52.735240917967786
354,Furniture,24,84.88,3.4,13.2,171,223,5.7,84.88,66.0,34.0,95.54,43.0,65.218,576.0,Medium Performer,67.04118556067588,605.0,58.080000000000005,32.96296036841758,65.2292599078956
355,Apparel,24,70.38,4.8,11.12,4418,1885,3.36,70.38,52.0,44.400000000000006,62.3,66.4,60.284000000000006,763.0,Medium Performer,60.426689093701995,855.0,56.205999999999996,29.174976334061277,64.90125591648467
356,Food,13,99.77,3.62,-4.4,1367,1634,7.91,99.77,63.8,78.0,67.32,20.900000000000006,68.49300000000001,410.0,Medium Performer,74.07581590452558,263.0,69.881,16.498617508384225,66.99284562290394
357,Furniture,8,90.14,6.85,-4.02,4543,1368,9.34,90.14,31.5,79.9,72.64,6.599999999999994,55.486000000000004,896.0,Low Performer,61.32225369254402,834.0,60.54700000000001,9.030908429423123,54.80227289264422
358,Pharma,16,79.51,7.27,2.81,2568,1797,5.35,79.51,27.30000000000001,85.95,64.06,46.5,59.2765,790.0,Low Performer,62.04506983339242,814.0,64.8255,16.786846684933355,59.13078832876667
359,Electronics,18,96.38,7.08,9.34,1280,378,3.84,96.38,29.200000000000003,53.3,92.44,61.6,65.773,550.0,Medium Performer,67.7837708141321,571.0,62.255,20.293566374073084,66.72160840648174
360,Pharma,5,77.75,7.81,-8.9,1183,1894,8.1,77.75,21.900000000000006,55.5,62.12,19.0,47.137,990.0,Low Performer,51.166662389223674,992.0,48.41700000000001,6.498880194179692,53.03777995145508
361,Furniture,23,86.32,0.71,7.33,1351,1617,7.14,86.32,92.9,63.35,67.66,28.60000000000001,71.1095,297.0,Medium Performer,74.8357615030131,229.0,69.0725,20.7399270278304,71.7700182430424
362,Furniture,14,89.08,6.8,6.21,4084,1710,9.0,89.08,32.0,68.95,65.8,10.0,53.6465,933.0,Low Performer,59.17193935956517,890.0,56.4285,21.420476727529632,52.414880818117595
363,Furniture,19,76.63,6.14,-4.21,1960,58,7.23,76.63,38.6,78.95,98.84,27.69999999999999,59.905499999999996,776.0,Low Performer,62.777623112371494,785.0,64.7175,24.984462283593132,54.48638442910171
364,Pharma,2,99.35,2.22,7.03,1555,1085,3.19,99.35,77.8,64.85,78.3,68.1,80.4325,52.0,Top Performer,82.4849988183859,49.0,76.1725,2.185647958283714,85.76608801042906
365,Furniture,17,92.45,7.67,13.5,3235,1322,9.38,92.45,23.299999999999997,32.5,73.56,6.199999999999989,47.031,992.0,Low Performer,52.41665407066052,989.0,42.81100000000001,23.165584200814102,49.69610394979647
366,Pharma,14,86.73,1.61,-8.83,1966,1823,1.94,86.73,83.9,55.85,63.54,80.6,77.8455,96.0,Medium Performer,78.30090067352003,134.0,72.1175,20.222577387804705,82.75185565304882
367,Furniture,11,75.42,5.6,-2.01,4965,1659,3.41,75.42,44.0,89.95,66.82,65.9,66.9805,491.0,Medium Performer,68.1210862578282,558.0,71.93350000000001,12.473256290874634,68.21168592728134
368,Food,13,71.62,2.19,0.95,3598,1272,5.68,71.62,78.1,95.25,74.56,43.2,71.3945,289.0,Medium Performer,73.45315049036985,286.0,77.2175,15.036879546610841,69.47078011334729
369,Furniture,3,79.6,3.74,12.48,2807,142,6.09,79.6,62.599999999999994,37.599999999999994,97.16,39.1,62.706,688.0,Medium Performer,64.41287633226987,726.0,57.181,4.496084528083803,69.20097886797905
370,Pharma,24,92.6,5.89,14.06,2006,1008,1.14,92.6,41.1,29.700000000000003,79.84,88.6,68.214,421.0,Medium Performer,68.0891138603332,562.0,58.409000000000006,38.97108070520687,70.83222982369827
371,Apparel,4,78.08,4.72,1.1,228,795,8.03,78.08,52.800000000000004,94.5,84.1,19.700000000000003,63.149,674.0,Medium Performer,67.1045163417228,604.0,70.616,4.823548526054486,61.439112868486376
372,Furniture,11,86.19,3.71,8.75,946,1199,4.25,86.19,62.9,56.25,76.02,57.5,69.1215,384.0,Medium Performer,70.85464057662767,406.0,65.7325,10.651928436404257,73.98451789089893
373,Apparel,3,91.84,2.95,3.29,1601,1407,4.66,91.84,70.5,83.55,71.86,53.4,75.5755,150.0,Medium Performer,78.43434087203119,129.0,76.90650000000001,3.3176387070452646,78.10559032323869
374,Food,24,73.24,6.8,3.44,541,382,8.28,73.24,32.0,82.8,92.36,17.200000000000003,55.068,908.0,Low Performer,58.57666014415691,904.0,61.843999999999994,33.758475573452166,47.17038110663695
375,Electronics,14,90.56,1.58,-3.05,110,1838,4.41,90.56,84.2,84.75,63.24,55.9,78.43450000000001,83.0,Medium Performer,81.17085964787898,65.0,79.3235,13.915397171161375,79.18615070720965
376,Food,14,72.76,3.73,-4.58,1127,1511,1.43,72.76,62.7,77.1,69.78,85.7,73.186,220.0,Medium Performer,72.52945040765687,327.0,73.91,16.216807040674748,76.23579823983131
377,Furniture,19,98.95,7.28,-2.8,2945,1788,2.59,98.95,27.200000000000003,86.0,64.24000000000001,74.1,70.62899999999999,311.0,Medium Performer,73.09714186458703,298.0,72.869,23.911822549440192,69.08454436263995
378,Apparel,4,84.65,6.84,3.91,4210,488,9.6,84.65,31.599999999999994,80.45,90.24,4.0,55.1865,905.0,Low Performer,60.41293650005908,857.0,61.0315,4.061828250873866,54.04704293728153
379,Apparel,8,74.52,3.51,-9.27,3733,841,1.63,74.52,64.9,53.650000000000006,83.18,83.7,71.6865,279.0,Medium Performer,70.66811868131867,421.0,67.53450000000001,11.354295299001723,77.94142617524957
