Supplier_ID,Product_Category,Lead_Time_Days,On_Time_Delivery_%,Defect_Rate_%,Price_Variance_%,Order_Quantity,Distance_KM,Supplier_Risk_Score,Delivery_Score,Quality_Score,Cost_Score,Logistics_Score,Risk_Adjusted_Score,Supplier_Final_Score,Rank,Category
195,Furniture,23,96.95,6.02,-2.05,2262,54,2.05,96.95,39.800000000000004,89.75,98.92,79.5,78.2895,86.0,Medium Performer
196,Food,23,94.88,2.98,8.74,432,323,5.08,94.88,70.2,56.3,93.54,49.2,73.65299999999999,203.0,Medium Performer
197,Food,12,79.53,7.3,0.78,2306,1212,8.68,79.53,27.0,96.1,75.76,13.200000000000003,55.24,904.0,Low Performer
198,Electronics,15,98.58,2.5,-7.81,3860,1927,6.23,98.58,75.0,60.95,61.46,37.699999999999996,71.1525,294.0,Medium Performer
199,Pharma,5,94.76,5.94,-2.93,3553,427,1.71,94.76,40.599999999999994,85.35,91.46000000000001,82.9,77.1065,111.0,Medium Performer
200,Furniture,14,89.99,7.08,0.46,1462,565,2.73,89.99,29.200000000000003,97.7,88.7,72.7,72.36200000000001,250.0,Medium Performer
201,Apparel,3,73.65,0.81,-2.69,1633,1816,5.27,73.65,91.9,86.55,63.68,47.300000000000004,73.88050000000001,199.0,Medium Performer
202,Food,24,84.35,3.48,-1.69,421,1111,4.25,84.35,65.2,91.55,77.78,57.5,74.6155,176.0,Medium Performer
203,Electronics,6,85.18,6.22,-2.66,660,335,4.23,85.18,37.800000000000004,86.7,93.3,57.699999999999996,68.879,394.0,Medium Performer
204,Electronics,12,76.98,3.91,-8.96,165,1723,5.76,76.98,60.9,55.199999999999996,65.53999999999999,42.400000000000006,61.63300000000001,725.0,Medium Performer
205,Furniture,7,72.4,2.5,5.93,496,1390,6.26,72.4,75.0,70.35,72.2,37.400000000000006,65.7225,551.0,Medium Performer
206,Food,19,93.3,2.15,4.93,1441,1449,8.17,93.3,78.5,75.35,71.02,18.299999999999997,69.67949999999999,361.0,Medium Performer
207,Pharma,22,73.66,1.49,6.33,3374,1996,4.07,73.66,85.1,68.35,60.08,59.3,71.4935,286.0,Medium Performer
208,Food,11,87.83,6.93,-5.19,1390,524,8.25,87.83,30.700000000000003,74.05,89.52,17.5,57.5835,845.0,Low Performer
209,Furniture,5,98.09,4.82,-2.61,4560,223,4.05,98.09,51.8,86.95,95.54,59.5,76.8735,120.0,Medium Performer
210,Furniture,10,96.28,1.07,5.49,2989,1887,1.5,96.28,89.3,72.55,62.26,85.0,85.31750000000001,11.0,Top Performer
211,Food,7,78.33,3.37,4.99,3749,83,5.99,78.33,66.3,75.05,98.34,40.099999999999994,69.1855,383.0,Medium Performer
212,Furniture,3,95.54,3.26,2.66,1123,1596,6.29,95.54,67.4,86.7,68.08,37.1,72.745,230.0,Medium Performer
213,Food,18,70.01,1.86,-1.24,4863,1612,9.41,70.01,81.4,93.8,67.75999999999999,5.900000000000006,63.379,659.0,Medium Performer
214,Apparel,6,70.53,3.77,12.82,3619,518,7.53,70.53,62.3,35.900000000000006,89.64,24.700000000000003,56.022999999999996,881.0,Low Performer
215,Food,7,88.08,2.99,-1.51,3200,341,9.26,88.08,70.1,92.45,93.18,7.400000000000006,68.6145,405.0,Medium Performer
216,Food,13,80.94,3.06,1.39,1655,1126,9.18,80.94,69.4,93.05,77.48,8.200000000000003,64.9775,584.0,Medium Performer
217,Furniture,24,81.59,6.04,6.95,4707,697,6.44,81.59,39.6,65.25,86.06,35.599999999999994,59.8905,777.0,Low Performer
218,Furniture,22,86.93,2.17,3.58,2344,666,5.75,86.93,78.3,82.1,86.68,42.5,75.137,157.0,Medium Performer
219,Electronics,11,75.75,5.31,-1.33,3712,1552,6.02,75.75,46.900000000000006,93.35,68.96000000000001,39.800000000000004,63.3085,665.0,Medium Performer
220,Electronics,23,76.35,4.78,0.89,4532,1302,9.8,76.35,52.199999999999996,95.55,73.96000000000001,2.0,58.083499999999994,834.0,Low Performer
221,Apparel,22,84.54,4.76,9.86,4847,1409,7.96,84.54,52.400000000000006,50.7,71.82,20.400000000000006,57.32900000000001,854.0,Low Performer
222,Electronics,7,92.63,5.47,-3.05,1033,1867,1.96,92.63,45.300000000000004,84.75,62.66,80.4,74.1725,193.0,Medium Performer
223,Food,9,88.58,4.61,-6.44,401,1037,8.01,88.58,53.9,67.8,79.26,19.900000000000006,62.12500000000001,708.0,Medium Performer
224,Furniture,3,78.92,7.09,-2.17,1774,1171,2.53,78.92,29.099999999999994,89.15,76.58,74.7,66.9215,496.0,Medium Performer
225,Electronics,13,82.91,5.57,11.24,2001,1264,5.03,82.91,44.3,43.8,74.72,49.699999999999996,59.92999999999999,774.0,Low Performer
226,Electronics,14,75.12,4.6,-7.78,1329,609,2.89,75.12,54.0,61.1,87.82,71.1,68.203,422.0,Medium Performer
227,Apparel,22,72.24,6.72,14.79,1957,1562,7.21,72.24,32.8,26.05000000000001,68.76,27.900000000000006,46.2355,996.0,Low Performer
228,Apparel,8,93.48,5.05,3.53,4898,1085,8.9,93.48,49.5,82.35,78.3,11.0,62.8015,687.0,Medium Performer
229,Food,11,77.96,2.68,14.62,1074,1679,3.61,77.96,73.2,26.900000000000006,66.42,63.9,65.14500000000001,578.0,Medium Performer
230,Furniture,14,75.33,2.05,13.47,595,1756,1.74,75.33,79.5,32.64999999999999,64.88,82.6,70.37950000000001,323.0,Medium Performer
231,Apparel,18,90.75,1.64,1.32,4224,334,3.69,90.75,83.6,93.4,93.32,63.1,84.087,14.0,Top Performer
232,Electronics,22,88.54,7.25,-5.04,2431,1001,7.05,88.54,27.5,74.8,79.98,29.5,58.555,813.0,Low Performer
233,Furniture,15,89.0,5.83,-5.88,938,1938,3.96,89.0,41.7,70.6,61.24,60.4,65.919,542.0,Medium Performer
234,Furniture,3,76.87,7.53,-4.0,1155,1764,3.5,76.87,24.700000000000003,80.0,64.72,65.0,60.708000000000006,752.0,Medium Performer
235,Electronics,23,76.98,5.02,7.75,2599,726,2.66,76.98,49.800000000000004,61.25,85.48,73.4,67.9595,440.0,Medium Performer
236,Apparel,12,76.62,4.05,-3.18,2040,732,5.48,76.62,59.5,84.1,85.36,45.199999999999996,68.05199999999999,433.0,Medium Performer
237,Electronics,2,75.21,0.95,-1.46,4048,286,3.48,75.21,90.5,92.7,94.28,65.2,81.561,36.0,Top Performer
238,Furniture,20,89.67,5.54,1.22,3825,545,7.58,89.67,44.6,93.9,89.1,24.200000000000003,65.88600000000001,545.5,Medium Performer
239,Pharma,22,95.44,4.87,12.83,2862,1519,1.69,95.44,51.3,35.849999999999994,69.62,83.1,70.4165,321.0,Medium Performer
240,Pharma,5,91.73,7.93,-5.27,970,1549,6.98,91.73,20.700000000000003,73.65,69.02,30.19999999999999,56.6835,868.0,Low Performer
241,Food,20,93.76,2.29,-9.87,4695,161,3.14,93.76,77.1,50.650000000000006,96.78,68.6,78.3985,84.0,Medium Performer
242,Electronics,22,82.14,4.48,-8.5,2111,964,5.4,82.14,55.199999999999996,57.5,80.72,46.0,64.339,607.0,Medium Performer
243,Electronics,12,89.62,5.38,12.62,4537,1516,3.57,89.62,46.2,36.900000000000006,69.68,64.30000000000001,63.79900000000001,638.0,Medium Performer
244,Food,9,80.63,5.33,6.19,3689,268,7.5,80.63,46.7,69.05,94.64,25.0,60.6855,754.0,Medium Performer
245,Food,12,85.77,4.71,-3.17,3215,333,9.51,85.77,52.9,84.15,93.34,4.900000000000006,61.892500000000005,718.0,Medium Performer
246,Food,5,84.45,6.33,-5.57,4485,1026,9.25,84.45,36.7,72.15,79.48,7.5,54.7805,913.0,Low Performer
247,Furniture,18,75.31,2.04,-2.64,2694,878,6.25,75.31,79.6,86.8,82.44,37.5,71.25699999999999,290.0,Medium Performer
248,Electronics,8,81.61,5.94,-7.13,4902,1201,5.16,81.61,40.599999999999994,64.35,75.98,48.4,61.56349999999999,729.0,Medium Performer
249,Furniture,9,98.91,5.15,13.54,1095,697,8.36,98.91,48.5,32.30000000000001,86.06,16.400000000000006,58.529,815.0,Low Performer
250,Food,4,77.46,7.22,9.61,3606,319,7.15,77.46,27.799999999999997,51.95,93.62,28.5,53.0425,941.0,Low Performer
251,Electronics,23,74.01,6.85,1.56,2731,812,2.65,74.01,31.5,92.2,83.76,73.5,66.98400000000001,490.0,Medium Performer
252,Furniture,3,82.56,2.86,11.62,3249,1512,8.39,82.56,71.4,41.900000000000006,69.76,16.099999999999994,59.099000000000004,799.0,Low Performer
253,Furniture,24,93.71,2.57,-3.76,988,1089,4.86,93.71,74.3,81.2,78.22,51.4,76.97,117.0,Medium Performer
254,Food,16,87.46,7.86,7.93,4993,629,2.7,87.46,21.39999999999999,60.35,87.42,73.0,63.982499999999995,626.0,Medium Performer
255,Electronics,23,90.43,4.45,11.4,491,482,3.54,90.43,55.5,43.0,90.36,64.6,69.41000000000001,373.0,Medium Performer
256,Food,23,75.69,7.3,-1.08,2600,1329,3.41,75.69,27.0,94.6,73.42,65.9,64.169,616.0,Medium Performer
257,Electronics,6,88.57,1.73,8.94,4275,470,5.67,88.57,82.7,55.300000000000004,90.6,43.3,73.261,214.0,Medium Performer
258,Pharma,2,79.71,5.32,-2.62,646,1357,3.11,79.71,46.8,86.9,72.86,68.9,69.714,357.0,Medium Performer
259,Apparel,5,95.03,6.57,-2.53,1555,823,2.11,95.03,34.3,87.35,83.53999999999999,78.9,74.32050000000001,189.0,Medium Performer
260,Apparel,16,88.88,7.61,-7.32,911,855,2.11,88.88,23.89999999999999,63.4,82.9,78.9,66.219,530.0,Medium Performer
261,Apparel,21,75.97,3.03,1.0,2690,1174,6.25,75.97,69.7,95.0,76.52,37.5,69.618,364.0,Medium Performer
262,Food,20,71.94,5.94,8.24,3781,676,7.61,71.94,40.599999999999994,58.8,86.48,23.89999999999999,53.98,921.0,Low Performer
263,Pharma,4,71.28,4.54,13.51,1601,271,3.89,71.28,54.6,32.45,94.58,61.1,61.579499999999996,727.0,Medium Performer
264,Electronics,21,81.14,0.95,5.09,3286,1818,1.31,81.14,90.5,74.55,63.64,86.9,81.89349999999999,31.0,Top Performer
265,Furniture,12,77.98,5.67,11.58,1786,1453,2.15,77.98,43.3,42.1,70.94,78.5,63.328,664.0,Medium Performer
266,Electronics,18,89.38,5.68,10.56,1499,1777,9.23,89.38,43.2,47.199999999999996,64.46000000000001,7.699999999999989,52.68,948.0,Low Performer
267,Furniture,14,84.98,7.48,-5.67,314,1274,5.44,84.98,25.19999999999999,71.65,74.52,45.599999999999994,59.113499999999995,798.0,Low Performer
268,Electronics,12,77.98,4.23,2.15,2709,364,5.08,77.98,57.699999999999996,89.25,92.72,49.2,70.3185,327.0,Medium Performer
269,Pharma,3,74.48,2.23,-7.08,2771,1882,1.34,74.48,77.7,64.6,62.36,86.6,75.01500000000001,160.0,Medium Performer
270,Furniture,10,73.82,0.83,7.05,1512,779,7.56,73.82,91.7,64.75,84.42,24.400000000000006,68.10549999999999,430.0,Medium Performer
271,Food,3,95.94,3.62,13.75,4302,1794,5.75,95.94,63.8,31.25,64.12,42.5,64.3315,609.0,Medium Performer
272,Electronics,22,77.3,2.76,-6.57,1495,1622,2.82,77.3,72.4,67.15,67.56,71.8,72.4785,246.0,Medium Performer
273,Electronics,10,89.55,6.21,8.35,2348,189,1.99,89.55,37.9,58.25,96.22,80.1,70.7195,310.0,Medium Performer
274,Furniture,10,94.32,3.16,5.81,2975,75,4.45,94.32,68.4,70.95,98.5,55.5,76.98849999999999,115.0,Medium Performer
275,Food,9,88.42,7.62,4.59,1682,829,8.53,88.42,23.799999999999997,77.05,83.42,14.700000000000003,55.31549999999999,902.0,Low Performer
276,Food,18,95.79,7.72,-0.25,2424,1381,8.79,95.79,22.799999999999997,98.75,72.38,12.100000000000009,58.9075,807.0,Low Performer
277,Pharma,2,81.77,5.16,-1.12,562,180,6.43,81.77,48.4,94.4,96.4,35.7,67.571,464.0,Medium Performer
278,Food,12,98.69,7.46,-8.87,265,483,7.55,98.69,25.400000000000006,55.650000000000006,90.34,24.5,58.2385,828.0,Low Performer
279,Food,9,73.99,6.21,-4.55,3381,543,2.04,73.99,37.9,77.25,89.14,79.6,68.09349999999999,431.0,Medium Performer
280,Food,11,73.06,4.6,-9.62,2222,1400,6.29,73.06,54.0,51.900000000000006,72.0,37.1,57.82300000000001,839.0,Low Performer
281,Apparel,8,89.76,1.85,4.54,3203,1140,7.0,89.76,81.5,77.3,77.2,30.0,72.618,236.0,Medium Performer
282,Pharma,4,98.28,3.94,-7.35,1756,448,2.81,98.28,60.6,63.25,91.03999999999999,71.9,77.6055,102.0,Medium Performer
283,Electronics,4,94.27,4.71,11.83,2156,844,8.92,94.27,52.9,40.85,83.12,10.799999999999997,58.10549999999999,833.0,Low Performer
284,Furniture,19,72.29,6.98,3.08,1617,236,2.75,72.29,30.19999999999999,84.6,95.28,72.5,65.955,541.0,Medium Performer
285,Electronics,6,78.38,4.11,7.49,2258,1477,3.82,78.38,58.9,62.55,70.46000000000001,61.800000000000004,67.0275,485.0,Medium Performer
286,Pharma,13,97.91,7.23,0.27,2381,451,6.59,97.91,27.69999999999999,98.65,90.98,34.099999999999994,67.0135,487.0,Medium Performer
287,Furniture,13,77.59,5.56,4.01,2203,405,6.75,77.59,44.400000000000006,79.95,91.9,32.5,62.0595,713.0,Medium Performer
288,Pharma,20,93.44,1.53,13.57,1178,737,7.29,93.44,84.7,32.150000000000006,85.26,27.099999999999994,67.9755,438.0,Medium Performer
289,Food,7,94.75,7.96,-7.93,3560,1614,2.01,94.75,20.400000000000006,60.35,67.72,79.9,65.32950000000001,570.0,Medium Performer
290,Furniture,3,84.86,4.45,-3.65,4373,93,8.65,84.86,55.5,81.75,98.14,13.5,64.1095,620.0,Medium Performer
291,Food,13,81.59,3.44,9.5,3703,1648,5.8,81.59,65.6,52.5,67.03999999999999,42.0,63.855999999999995,631.0,Medium Performer
292,Electronics,20,83.5,5.44,-7.53,2415,1584,5.24,83.5,45.599999999999994,62.35,68.32,47.599999999999994,62.1545,705.0,Medium Performer
293,Electronics,6,76.81,1.32,-8.11,4947,1046,9.83,76.81,86.8,59.45,79.08,1.7000000000000028,61.908500000000004,717.0,Medium Performer
294,Furniture,13,96.68,5.27,-0.96,2971,1842,7.66,96.68,47.300000000000004,95.2,63.16,23.400000000000006,66.105,536.0,Medium Performer
295,Furniture,18,83.52,4.24,-7.7,4617,1858,2.06,83.52,57.599999999999994,61.5,62.84,79.4,70.845,304.0,Medium Performer
296,Pharma,18,96.47,3.55,4.63,1129,702,7.81,96.47,64.5,76.85,85.96000000000001,21.900000000000006,69.56949999999999,368.0,Medium Performer
297,Pharma,11,73.17,7.65,-4.34,3561,502,1.86,73.17,23.5,78.3,89.96000000000001,81.4,64.84700000000001,590.0,Medium Performer
298,Food,24,99.65,4.42,12.39,2791,1301,1.25,99.65,55.8,38.05,73.98,87.5,74.4505,183.0,Medium Performer
299,Furniture,18,83.3,2.14,9.59,3070,1558,4.63,83.3,78.6,52.05,68.84,53.7,70.0715,340.0,Medium Performer
300,Electronics,16,71.43,3.94,7.49,278,1153,9.94,71.43,60.6,62.55,76.94,0.6000000000000085,53.77550000000001,928.0,Low Performer
301,Pharma,13,71.14,7.4,5.42,220,979,2.57,71.14,26.0,72.9,80.42,74.3,61.679,722.0,Medium Performer
302,Pharma,17,92.39,1.82,11.59,344,362,7.05,92.39,81.8,42.05,92.76,29.5,69.65050000000001,362.0,Medium Performer
303,Electronics,20,89.77,2.1,-4.42,4334,1090,2.56,89.77,79.0,77.9,78.2,74.4,81.066,41.0,Top Performer
304,Pharma,9,94.06,0.6,11.83,475,49,7.52,94.06,94.0,40.85,99.02,24.80000000000001,72.70750000000001,232.0,Medium Performer
305,Food,22,73.16,0.61,9.74,968,1919,5.55,73.16,93.9,51.3,61.62,44.5,68.18,424.0,Medium Performer
306,Furniture,18,71.07,6.72,8.7,3303,1369,7.12,71.07,32.8,56.5,72.62,28.799999999999997,51.017999999999994,974.0,Low Performer
307,Electronics,24,85.26,5.99,4.03,548,649,2.83,85.26,40.099999999999994,79.85,87.02,71.7,70.62249999999999,312.0,Medium Performer
308,Furniture,6,81.63,3.16,-3.84,2859,182,7.71,81.63,68.4,80.8,96.36,22.900000000000006,67.925,444.0,Medium Performer
309,Pharma,23,83.86,5.74,0.59,875,1580,9.96,83.86,42.599999999999994,97.05,68.4,0.3999999999999915,57.28549999999999,857.0,Low Performer
310,Pharma,17,99.75,3.46,9.84,3829,268,6.99,99.75,65.4,50.8,94.64,30.099999999999994,69.37899999999999,376.0,Medium Performer
311,Electronics,7,99.12,7.65,-9.21,1908,1921,5.44,99.12,23.5,53.949999999999996,61.58,45.599999999999994,58.981500000000004,804.0,Low Performer
312,Food,9,98.27,7.75,9.55,2168,526,9.31,98.27,22.5,52.25,89.48,6.8999999999999915,53.27149999999999,939.0,Low Performer
313,Apparel,19,93.52,3.45,-4.0,195,739,1.14,93.52,65.5,80.0,85.22,88.6,82.673,26.0,Top Performer
314,Electronics,13,80.65,6.91,-6.39,4615,532,7.57,80.65,30.900000000000006,68.05,89.36,24.299999999999997,55.9235,885.0,Low Performer
315,Apparel,16,82.36,6.3,-7.11,3627,1927,9.0,82.36,37.0,64.44999999999999,61.46,10.0,51.771499999999996,960.0,Low Performer
316,Apparel,10,86.49,2.82,-9.32,242,848,1.56,86.49,71.8,53.4,83.03999999999999,84.4,77.09100000000001,112.0,Medium Performer
317,Food,14,94.92,2.24,3.09,3938,126,5.05,94.92,77.6,84.55,97.48,49.5,80.2065,57.0,Top Performer
318,Apparel,16,72.06,3.94,-4.54,101,193,2.84,72.06,60.6,77.3,96.14,71.6,72.297,253.0,Medium Performer
319,Apparel,11,82.73,6.36,14.74,2460,1939,6.1,82.73,36.4,26.299999999999997,61.22,39.0,51.786,959.0,Low Performer
320,Food,17,72.48,7.7,4.36,1870,1907,6.85,72.48,23.0,78.2,61.86,31.5,51.71000000000001,961.0,Low Performer
321,Apparel,8,85.44,6.23,-6.55,3014,1149,3.72,85.44,37.699999999999996,67.25,77.02,62.8,65.4065,567.0,Medium Performer
322,Apparel,18,96.97,6.91,7.22,2571,171,5.14,96.97,30.900000000000006,63.9,96.58,48.6,65.77900000000001,549.0,Medium Performer
323,Apparel,24,93.47,5.02,12.44,1919,1612,3.51,93.47,49.800000000000004,37.800000000000004,67.75999999999999,64.9,65.917,543.0,Medium Performer
324,Electronics,22,76.84,6.77,8.63,2618,1745,4.32,76.84,32.30000000000001,56.849999999999994,65.1,56.8,57.524499999999996,846.0,Low Performer
325,Electronics,23,99.28,6.38,-8.09,1917,552,2.44,99.28,36.2,59.55,88.96000000000001,75.6,71.7825,275.0,Medium Performer
326,Electronics,8,90.02,3.33,12.4,2788,1620,8.97,90.02,66.7,38.0,67.6,10.299999999999997,58.201,829.0,Low Performer
327,Food,15,70.31,4.64,9.85,3319,1270,1.09,70.31,53.6,50.75,74.6,89.1,67.38550000000001,473.0,Medium Performer
328,Pharma,16,77.66,6.54,-6.04,3249,848,8.94,77.66,34.599999999999994,69.8,83.03999999999999,10.600000000000009,52.842,945.0,Low Performer
329,Apparel,22,77.82,0.85,-8.71,2629,1099,6.15,77.82,91.5,56.449999999999996,78.02,38.5,70.1905,332.0,Medium Performer
330,Apparel,8,72.08,6.56,3.93,4055,1103,3.98,72.08,34.400000000000006,80.35,77.94,60.2,62.110499999999995,709.5,Medium Performer
331,Food,10,98.79,1.83,-6.1,4985,1842,7.51,98.79,81.7,69.5,63.16,24.900000000000006,71.783,274.0,Medium Performer
332,Apparel,20,84.35,4.36,10.86,290,456,5.57,84.35,56.4,45.7,90.88,44.3,64.208,614.0,Medium Performer
333,Electronics,17,96.87,6.56,-1.04,3490,425,5.49,96.87,34.400000000000006,94.8,91.5,45.099999999999994,70.051,342.0,Medium Performer
334,Pharma,9,79.67,2.4,12.82,4681,541,1.99,79.67,76.0,35.900000000000006,89.18,80.1,73.22399999999999,216.0,Medium Performer
335,Furniture,19,73.76,2.34,4.14,1457,450,4.51,73.76,76.6,79.3,91.0,54.900000000000006,73.253,215.0,Medium Performer
336,Apparel,24,84.23,3.52,-5.43,3552,747,3.17,84.23,64.8,72.85,85.06,68.3,74.5625,178.0,Medium Performer
337,Electronics,19,73.42,7.21,-6.51,4088,1979,1.14,73.42,27.900000000000006,67.45,60.42,88.6,62.8805,684.0,Medium Performer
338,Furniture,21,84.58,0.5,4.41,132,473,4.24,84.58,95.0,77.95,90.53999999999999,57.599999999999994,81.39049999999999,39.0,Top Performer
339,Pharma,8,97.61,7.26,9.05,3818,1954,1.81,97.61,27.400000000000006,54.75,60.92,81.9,66.8175,502.0,Medium Performer
340,Furniture,4,85.62,1.65,9.54,1000,405,3.31,85.62,83.5,52.300000000000004,91.9,66.9,76.976,116.0,Medium Performer
341,Electronics,19,88.49,7.93,-3.11,660,720,1.83,88.49,20.700000000000003,84.45,85.6,81.7,69.2895,379.0,Medium Performer
342,Furniture,11,74.7,7.66,-4.89,4719,1584,1.91,74.7,23.400000000000006,75.55,68.32,80.9,62.6045,692.0,Medium Performer
343,Food,8,71.31,4.21,-9.58,3655,1690,2.79,71.31,57.9,52.1,66.2,72.1,64.723,595.0,Medium Performer
344,Furniture,18,73.32,4.35,6.98,4604,1590,10.0,73.32,56.5,65.1,68.2,0.0,52.705999999999996,947.0,Low Performer
345,Apparel,15,87.96,4.11,-8.09,3333,404,1.02,87.96,58.9,59.55,91.92,89.8,77.19749999999999,110.0,Medium Performer
346,Apparel,4,72.85,5.27,0.52,2223,335,6.75,72.85,47.300000000000004,97.4,93.3,32.5,64.12,619.0,Medium Performer
347,Food,13,81.28,1.18,5.04,3534,1926,2.27,81.28,88.2,74.8,61.48,77.3,79.262,68.0,Medium Performer
348,Electronics,14,86.5,0.74,13.43,1572,1952,9.29,86.5,92.6,32.849999999999994,60.96,7.1000000000000085,61.543499999999995,730.0,Medium Performer
349,Apparel,3,81.66,0.93,-2.2,2651,1124,1.84,81.66,90.7,89.0,77.52,81.6,84.595,13.0,Top Performer
350,Pharma,4,74.91,3.83,-3.76,2707,759,9.6,74.91,61.7,81.2,84.82,4.0,59.35999999999999,786.0,Low Performer
351,Apparel,6,78.21,2.57,6.35,2209,1103,6.5,78.21,74.3,68.25,77.94,35.0,67.06949999999999,484.0,Medium Performer
352,Apparel,12,97.85,5.17,5.48,2499,1199,1.01,97.85,48.3,72.6,76.02,89.9,77.902,95.0,Medium Performer
353,Electronics,9,90.28,7.94,-1.7,3880,651,9.05,90.28,20.599999999999994,91.5,86.98,9.5,56.556999999999995,870.0,Low Performer
354,Furniture,24,84.88,3.4,13.2,171,223,5.7,84.88,66.0,34.0,95.54,43.0,65.218,576.0,Medium Performer
355,Apparel,24,70.38,4.8,11.12,4418,1885,3.36,70.38,52.0,44.400000000000006,62.3,66.4,60.284000000000006,763.0,Medium Performer
356,Food,13,99.77,3.62,-4.4,1367,1634,7.91,99.77,63.8,78.0,67.32,20.900000000000006,68.49300000000001,410.0,Medium Performer
357,Furniture,8,90.14,6.85,-4.02,4543,1368,9.34,90.14,31.5,79.9,72.64,6.599999999999994,55.486000000000004,896.0,Low Performer
358,Pharma,16,79.51,7.27,2.81,2568,1797,5.35,79.51,27.30000000000001,85.95,64.06,46.5,59.2765,790.0,Low Performer
359,Electronics,18,96.38,7.08,9.34,1280,378,3.84,96.38,29.200000000000003,53.3,92.44,61.6,65.773,550.0,Medium Performer
360,Pharma,5,77.75,7.81,-8.9,1183,1894,8.1,77.75,21.900000000000006,55.5,62.12,19.0,47.137,990.0,Low Performer
361,Furniture,23,86.32,0.71,7.33,1351,1617,7.14,86.32,92.9,63.35,67.66,28.60000000000001,71.1095,297.0,Medium Performer
362,Furniture,14,89.08,6.8,6.21,4084,1710,9.0,89.08,32.0,68.95,65.8,10.0,53.6465,933.0,Low Performer
363,Furniture,19,76.63,6.14,-4.21,1960,58,7.23,76.63,38.6,78.95,98.84,27.69999999999999,59.905499999999996,776.0,Low Performer
364,Pharma,2,99.35,2.22,7.03,1555,1085,3.19,99.35,77.8,64.85,78.3,68.1,80.4325,52.0,Top Performer
365,Furniture,17,92.45,7.67,13.5,3235,1322,9.38,92.45,23.299999999999997,32.5,73.56,6.199999999999989,47.031,992.0,Low Performer
366,Pharma,14,86.73,1.61,-8.83,1966,1823,1.94,86.73,83.9,55.85,63.54,80.6,77.8455,96.0,Medium Performer
367,Furniture,11,75.42,5.6,-2.01,4965,1659,3.41,75.42,44.0,89.95,66.82,65.9,66.9805,491.0,Medium Performer
368,Food,13,71.62,2.19,0.95,3598,1272,5.68,71.62,78.1,95.25,74.56,43.2,71.3945,289.0,Medium Performer
369,Furniture,3,79.6,3.74,12.48,2807,142,6.09,79.6,62.599999999999994,37.599999999999994,97.16,39.1,62.706,688.0,Medium Performer
370,Pharma,24,92.6,5.89,14.06,2006,1008,1.14,92.6,41.1,29.700000000000003,79.84,88.6,68.214,421.0,Medium Performer
371,Apparel,4,78.08,4.72,1.1,228,795,8.03,78.08,52.800000000000004,94.5,84.1,19.700000000000003,63.149,674.0,Medium Performer
372,Furniture,11,86.19,3.71,8.75,946,1199,4.25,86.19,62.9,56.25,76.02,57.5,69.1215,384.0,Medium Performer
373,Apparel,3,91.84,2.95,3.29,1601,1407,4.66,91.84,70.5,83.55,71.86,53.4,75.5755,150.0,Medium Performer
374,Food,24,73.24,6.8,3.44,541,382,8.28,73.24,32.0,82.8,92.36,17.200000000000003,55.068,908.0,Low Performer
375,Electronics,14,90.56,1.58,-3.05,110,1838,4.41,90.56,84.2,84.75,63.24,55.9,78.43450000000001,83.0,Medium Performer
376,Food,14,72.76,3.73,-4.58,1127,1511,1.43,72.76,62.7,77.1,69.78,85.7,73.186,220.0,Medium Performer
377,Furniture,19,98.95,7.28,-2.8,2945,1788,2.59,98.95,27.200000000000003,86.0,64.24000000000001,74.1,70.62899999999999,311.0,Medium Performer
378,Apparel,4,84.65,6.84,3.91,4210,488,9.6,84.65,31.599999999999994,80.45,90.24,4.0,55.1865,905.0,Low Performer
379,Apparel,8,74.52,3.51,-9.27,3733,841,1.63,74.52,64.9,53.650000000000006,83.18,83.7,71.6865,279.0,Medium Performer
380,Pharma,15,80.27,6.22,12.68,635,659,4.19,80.27,37.800000000000004,36.6,86.82,58.099999999999994,59.323,787.0,Low Performer
381,Apparel,21,82.4,6.67,-6.09,4010,1624,5.53,82.4,33.3,69.55,67.52000000000001,44.699999999999996,59.1695,796.0,Low Performer
382,Pharma,18,92.75,7.17,-4.5,3820,691,5.44,92.75,28.299999999999997,77.5,86.18,45.599999999999994,64.263,612.0,Medium Performer
383,Electronics,22,92.3,4.58,2.96,584,1668,1.04,92.3,54.2,85.2,66.64,89.6,78.604,82.0,Medium Performer
384,Furniture,13,88.36,2.03,7.75,3512,697,5.51,88.36,79.7,61.25,86.06,44.900000000000006,73.2065,218.0,Medium Performer
385,Pharma,17,73.18,2.41,-7.61,4061,1333,4.45,73.18,75.9,61.949999999999996,73.34,55.5,68.6555,404.0,Medium Performer
386,Electronics,13,74.55,2.72,-2.06,3448,91,9.75,74.55,72.8,89.7,98.18,2.5,64.338,608.0,Medium Performer
387,Apparel,16,72.81,4.95,14.22,2205,96,2.43,72.81,50.5,28.89999999999999,98.08,75.7,63.751000000000005,641.0,Medium Performer
388,Apparel,11,87.32,0.75,-3.44,1054,234,4.19,87.32,92.5,82.8,95.32,58.099999999999994,82.893,23.0,Top Performer
389,Electronics,8,96.31,5.27,-2.17,2549,25,4.78,96.31,47.300000000000004,89.15,99.5,52.199999999999996,74.4805,181.0,Medium Performer
390,Apparel,21,83.01,3.23,10.91,376,831,4.52,83.01,67.7,45.45,83.38,54.800000000000004,67.9435,441.0,Medium Performer
